ID	Directory	CreatedAt	UpdatedAt	Title	Creator	WordsCount	UniqueWordsCount	A1Words	A2Words	B1Words	B2Words	C1Words	C2Words	A1Readability	A2Readability	B1Readability	B2Readability	C1Readability	C2Readability
9cf990da	edgar-allan-poe/berenice	2022-10-04	2022-10-04	Berenice	Edgar Allan Poe	978	362	224	75	32	22	5	2	75	89	95	99	99	100
22c2d2b7	edgar-allan-poe/black-cat	2022-10-04	2022-10-04	Black Cat	Edgar Allan Poe	1136	378	239	71	38	23	6	1	74	88	95	98	100	100
95e2eae4	edgar-allan-poe/ligeia	2022-10-04	2022-10-04	Ligeia	Edgar Allan Poe	814	352	195	67	35	34	18	3	70	85	90	97	100	100
f369e24	edgar-allan-poe/short-fiction	2022-10-04	2022-10-04	Short Fiction	Edgar Allan Poe	156084	11754	470	494	972	1784	2745	3167	46	59	72	84	93	98
1dfc65b6	edgar-allan-poe/the-cask-of-amontillado	2022-10-04	2022-10-04	The Cask of Amontillado	Edgar Allan Poe	686	351	199	58	46	30	14	3	63	77	88	95	98	99
c0e36024	edgar-allan-poe/the-facts-in-the-case-of-mr-valdemar	2022-10-04	2022-10-04	The Facts in The Case of Mr Valdemar	Edgar Allan Poe	547	222	141	30	26	18	4	1	73	82	92	96	97	99
7588b531	edgar-allan-poe/the-fall-of-the-house-of-usher	2022-10-04	2022-10-04	The Fall of the House of Usher	Edgar Allan Poe	746	301	189	42	38	26	6	0	75	84	92	98	100	100
d47fd66e	edgar-allan-poe/the-murders-in-the-rue-morgue	2022-10-04	2022-10-04	The Murders in the Rue Morgue	Edgar Allan Poe	2696	778	307	130	154	99	44	30	61	73	86	95	97	99
fee58575	edgar-allan-poe/the-narrative-of-arthur-gordon-pym-of-nantucket	2022-10-04	2022-10-04	The Narrative of Arthur Gordon Pym of Nantucket	Edgar Allan Poe	35177	4556	445	421	724	984	992	706	47	62	76	87	95	99
668caa60	edgar-allan-poe/the-oblong-box	2022-10-04	2022-10-04	The oblong box	Edgar Allan Poe	897	313	187	61	29	21	8	5	65	81	90	94	96	100
b8f2ffb3	edgar-allan-poe/the-pit-and-the-pendulum	2022-10-04	2022-10-04	The pit and the pendulum	Edgar Allan Poe	1033	318	183	50	45	24	8	5	63	76	86	95	97	99
ad8728de	edgar-allan-poe/the-purloined-letter	2022-10-04	2022-10-04	The Purloined Letter	Edgar Allan Poe	2039	748	275	128	141	101	63	29	57	70	83	92	97	100
fa4b5d0a	edgar-lee-masters/spoon-river-anthology	2022-10-04	2022-10-04	Spoon River Anthology	Edgar Lee Masters	18967	4161	456	395	624	853	878	631	53	64	75	85	93	98
32f74238	edgar-rice-burroughs/a-princess-of-mars	2022-10-04	2022-10-04	A Princess of Mars	Edgar Rice Burroughs	31442	4482	458	437	723	996	936	707	50	64	78	88	96	99
a1deabbd	edgar-rice-burroughs/at-the-earth-s-core	2022-10-04	2022-10-04	At the Earth’s Core	Edgar Rice Burroughs	22957	3781	444	415	670	803	727	519	53	66	79	89	96	99
2c1be8ce	edgar-rice-burroughs/pellucidar	2022-10-04	2022-10-04	Pellucidar	Edgar Rice Burroughs	26307	4059	451	419	703	820	841	599	51	65	78	87	95	99
4876921b	edgar-rice-burroughs/tarzan-of-the-apes	2022-10-04	2022-10-04	Tarzan of the Apes	Edgar Rice Burroughs	42341	5045	462	463	785	1050	1147	832	51	65	77	89	96	99
28e7512e	edgar-rice-burroughs/the-beasts-of-tarzan	2022-10-04	2022-10-04	The Beasts of Tarzan	Edgar Rice Burroughs	30158	4138	447	417	690	871	887	627	50	63	77	89	96	99
47ae1c8b	edgar-rice-burroughs/the-chessmen-of-mars	2022-10-04	2022-10-04	The Chessmen of Mars	Edgar Rice Burroughs	40275	4585	453	434	745	955	1013	710	52	66	78	87	96	99
4102723c	edgar-rice-burroughs/the-gods-of-mars	2022-10-04	2022-10-04	The Gods of Mars	Edgar Rice Burroughs	38899	4583	458	434	721	989	1031	739	52	65	78	88	95	100
f4be4136	edgar-rice-burroughs/the-land-that-time-forgot	2022-10-04	2022-10-04	The Land That Time Forgot	Edgar Rice Burroughs	52860	5551	462	460	797	1117	1247	1015	53	66	78	88	95	99
cd977f96	edgar-rice-burroughs/the-return-of-tarzan	2022-10-04	2022-10-04	The Return of Tarzan	Edgar Rice Burroughs	42361	4885	464	458	776	1076	1082	779	53	67	79	91	96	100
f3863cce	edgar-rice-burroughs/the-son-of-tarzan	2022-10-04	2022-10-04	The Son of Tarzan	Edgar Rice Burroughs	44022	5056	461	449	766	1063	1119	892	52	66	78	89	96	99
b853c792	edgar-rice-burroughs/the-warlord-of-mars	2022-10-04	2022-10-04	The Warlord of Mars	Edgar Rice Burroughs	26606	3962	449	400	666	839	855	590	50	65	78	88	95	100
819c142c	edgar-rice-burroughs/thuvia-maid-of-mars	2022-10-04	2022-10-04	Thuvia, Maid of Mars	Edgar Rice Burroughs	20991	3481	431	396	628	721	705	449	51	65	78	87	95	99
9abf4102	edith-wharton/ethan-frome	2022-10-04	2022-10-04	Ethan Frome	Edith Wharton	16764	3391	446	379	582	703	671	441	58	70	81	89	95	99
d52ffdbb	edith-wharton/summer	2022-10-04	2022-10-04	Summer	Edith Wharton	27585	4292	457	431	677	925	900	642	58	71	80	90	96	99
bae65bbc	edith-wharton/the-age-of-innocence	2022-10-04	2022-10-04	The Age of Innocence	Edith Wharton	49572	6445	465	480	839	1323	1471	1248	55	68	79	88	95	99
484ac519	edith-wharton/the-house-of-mirth	2022-10-04	2022-10-04	The House of Mirth	Edith Wharton	61100	7075	463	465	863	1383	1638	1530	53	64	77	87	95	99
8675f517	edna-brien/irish-revel	2022-10-04	2022-10-04	Irish Revel	Edna Brien	1841	657	299	126	107	67	31	14	62	77	87	93	96	97
ae4c9c30	edna-ferber/so-big	2022-10-04	2022-10-04	So Big	Edna Ferber	44691	6265	465	457	799	1196	1398	1205	51	62	73	84	93	98
8fec06cb	edward-gibbon/the-history-of-the-decline-and-fall-of-the-roman-empire	2022-10-04	2022-10-04	The History of the Decline and Fall of the Roman Empire	Edward Gibbon	737557	13463	469	489	943	1743	2791	3660	30	42	61	78	91	98
38c9c0ac	edwin-a-abbott/flatland	2022-10-04	2022-10-04	Flatland	Edwin A. Abbott	16317	3343	436	350	575	683	643	467	48	60	74	85	93	98
8c5b1c34	eleanor-h-porter/pollyanna	2022-10-04	2022-10-04	Pollyanna	Eleanor H. Porter	16235	2040	438	313	378	400	297	167	65	79	87	94	98	100
5f7391af	eleanor-h-porter/pollyanna-grows-up	2022-10-04	2022-10-04	Pollyanna Grows Up	Eleanor H. Porter	34141	3675	456	426	616	785	705	514	65	76	84	91	97	100
fe98e9d0	elias-l-nnrot/the-kalevala	2022-10-04	2022-10-04	The Kalevala	Elias Lönnrot	74459	5036	451	417	728	995	1144	919	41	56	71	84	94	99
9033ed5b	elizabeth-barrett-browning/sonnets-from-the-portuguese	2022-10-04	2022-10-04	Sonnets from the Portuguese	Elizabeth Barrett Browning	2630	1078	309	171	174	152	146	90	57	71	82	89	95	99
c7168b7d	elizabeth-gaskell/cranford	2022-10-04	2022-10-04	Cranford	Elizabeth Gaskell	33397	4527	465	462	776	1013	925	627	63	73	84	92	97	100
28e3b0de	elizabeth-gilbert/eat-pray-love	2022-10-04	2022-10-04	Eat, Pray, Love	Elizabeth Gilbert	28610	3857	461	411	660	825	670	501	60	70	81	90	95	98
1c57c2e7	ella-cheever-thayer/wired-love	2022-10-04	2022-10-04	Wired Love	Ella Cheever Thayer	23202	3708	443	386	645	789	747	527	58	69	80	90	96	100
6a660b3e	emily-bront/wuthering-heights	2022-10-04	2022-10-04	Wuthering Heights	Emily Brontë	53428	5970	465	470	854	1320	1457	1020	54	67	79	90	97	100
114161fa	emily-winston/all-about-the-usa	2022-10-04	2022-10-04	All about the USA	Emily Winston	2297	915	246	127	148	162	95	100	43	55	70	84	91	98
545c215b	emma-goldman/my-disillusionment-in-russia	2022-10-04	2022-10-04	My Disillusionment in Russia	Emma Goldman	43112	5303	454	446	789	1058	1112	943	42	54	70	82	92	98
899c7484	eona-macnicol/the-pigeon	2022-10-04	2022-10-04	The Pigeon	Eona Macnicol	1120	428	243	79	42	35	20	4	71	83	89	93	99	100
3e18febc	epeli-hauofa/the-glorious-pacific-way	2022-10-04	2022-10-04	The Glorious Pacific Way	Epeli Hauofa	1501	485	248	86	60	43	26	16	67	78	87	94	97	100
e4ff4c26	epictetus/discourses	2022-10-04	2022-10-04	Discourses	Epictetus	63050	4681	454	429	725	945	945	787	57	69	81	90	95	99
88a7787b	epictetus/short-works	2022-10-04	2022-10-04	Short Works	Epictetus	7695	1885	370	234	349	346	247	211	55	66	79	88	94	98
4b416e1c	epictetus/the-enchiridion	2022-10-04	2022-10-04	The Enchiridion	Epictetus	3641	1259	325	167	243	213	155	117	53	66	79	88	95	99
cd2abda2	erica-n-robinson/the-house	2022-10-04	2022-10-04	The House	Erica N Robinson	394	207	137	25	18	14	8	4	71	80	86	91	93	100
58e69871	ernest-bramah/kai-lung-s-golden-hours	2022-10-04	2022-10-04	Kai Lung’s Golden Hours	Ernest Bramah	42295	5712	450	431	757	1127	1278	1192	42	55	68	81	91	99
68d0b8dc	ernest-hemingway/short-fiction	2022-10-04	2022-10-04	Short Fiction	Ernest Hemingway	31382	3568	458	396	577	729	639	433	60	70	80	89	94	98
d2f12c20	ernest-hemingway/the-sun-also-rises	2022-10-04	2022-10-04	The Sun Also Rises	Ernest Hemingway	32592	3129	446	381	524	621	544	346	64	75	84	92	96	99
9a7292c5	ernest-howard-crosby/captain-jinks-hero	2022-10-04	2022-10-04	Captain Jinks, Hero	Ernest Howard Crosby	31889	4418	466	456	781	972	916	588	57	69	80	90	96	99
c628526c	ernest-poole/his-family	2022-10-04	2022-10-04	His Family	Ernest Poole	46425	4558	462	442	749	1006	982	666	64	76	85	92	97	100
db949dc7	ernest-shackleton/south	2022-10-04	2022-10-04	South!	Ernest Shackleton	76677	5792	456	449	779	1123	1245	1040	47	61	75	86	94	99
75a07ff4	erskine-childers/the-riddle-of-the-sands	2022-10-04	2022-10-04	The Riddle of the Sands	Erskine Childers	53036	7117	466	468	854	1334	1686	1591	49	61	72	83	92	98
6747e7de	ethel-voynich/the-gadfly	2022-10-04	2022-10-04	The Gadfly	Ethel Voynich	47215	5421	467	472	827	1184	1209	932	59	70	80	89	95	99
fd27cfd3	etsu-inagaki-sugimoto/a-daughter-of-the-samurai	2022-10-04	2022-10-04	A Daughter of the Samurai	Etsu Inagaki Sugimoto	49092	5067	465	456	815	1130	1124	736	54	66	78	89	96	99
da18f598	eugene-o-neill/the-hairy-ape	2022-10-04	2022-10-04	The Hairy Ape	Eugene O’Neill	8264	2037	393	267	320	382	321	216	49	59	70	83	91	98
85680ff3	evelyn-underhill/practical-mysticism	2022-10-04	2022-10-04	Practical Mysticism	Evelyn Underhill	16208	3114	405	337	526	589	570	443	46	58	72	84	92	98
c2fba159	f-h-cornish/amazing-aviators	2022-10-04	2022-10-04	Amazing Aviators	F.H. Cornish	4768	914	309	152	141	136	66	62	55	67	79	89	93	98
90870a4d	f-marion-crawford/khaled	2022-10-04	2022-10-04	Khaled	F. Marion Crawford	26272	2952	446	390	602	657	488	281	62	74	85	92	98	100
5b6746d0	f-marion-crawford/the-upper-berth	2022-10-04	2022-10-04	The upper Berth	F. Marion Crawford	1158	374	212	56	54	33	14	2	71	80	91	97	100	100
28929eb5	f-scott-fitzgerald/tender-is-the-night	2022-10-04	2022-10-04	Tender is the Night	F. Scott Fitzgerald	12429	2179	449	359	430	443	260	146	63	74	83	93	97	100
d5953ea2	f-scott-fitzgerald/the-beautiful-and-damned	2022-10-04	2022-10-04	The Beautiful and Damned	F. Scott Fitzgerald	63237	8006	469	485	892	1437	1810	1782	52	63	74	85	93	98
9c3e814d	f-scott-fitzgerald/the-great-gatsby	2022-10-04	2022-10-04	The Great Gatsby	F. Scott Fitzgerald	24313	4188	458	432	646	864	846	607	58	70	79	88	95	99
8e2ffa8b	f-scott-fitzgerald/this-side-of-paradise	2022-10-04	2022-10-04	This Side of Paradise	F. Scott Fitzgerald	40835	6371	468	472	840	1245	1386	1241	54	66	76	86	93	98
344121bc	f-sionil-jose/progress	2022-10-04	2022-10-04	Progress	F. Sionil Jose	1777	595	289	113	91	59	23	10	64	77	88	93	96	98
5b65cbd5	fergus-hume/the-mystery-of-a-hansom-cab	2022-10-04	2022-10-04	The Mystery of a Hansom Cab	Fergus Hume	41071	4772	467	466	790	1043	1019	706	60	72	81	90	96	99
4a95346e	ford-madox-ford/a-man-could-stand-up	2022-10-04	2022-10-04	A Man Could Stand Up—	Ford Madox Ford	33503	5103	463	445	774	1029	1028	834	55	66	76	86	94	98
223a2131	ford-madox-ford/no-more-parades	2022-10-04	2022-10-04	No More Parades	Ford Madox Ford	40408	5557	466	469	788	1147	1132	924	56	67	78	87	94	98
1d51203f	ford-madox-ford/some-do-not	2022-10-04	2022-10-04	Some Do Not …	Ford Madox Ford	53913	6619	468	470	857	1293	1421	1249	59	70	79	88	94	98
130ac6e5	ford-madox-ford/the-good-soldier	2022-10-04	2022-10-04	The Good Soldier	Ford Madox Ford	34061	4727	467	459	743	1072	908	712	60	71	82	91	96	99
c233de13	foreman-peter/a-twentieth-century-malady	2022-10-04	2022-10-04	A Twentieth-century Malady	Foreman Peter	1307	473	227	74	59	59	27	17	65	78	85	92	96	99
8d6fb8a4	foreman-peter/god-s-secret	2022-10-04	2022-10-04	God's Secret	Foreman Peter	1065	407	204	65	54	41	25	10	67	79	89	95	98	99
7bc6383b	foreman-peter/jack-the-ripper	2022-10-04	2022-10-04	Jack the Ripper	Foreman Peter	3971	1025	323	169	188	158	107	57	55	70	82	91	96	99
e1c70d99	foreman-peter/the-boy-who-couldn-t-sleep	2022-10-04	2022-10-04	The Boy Who Couldn't Sleep	Foreman Peter	1524	440	231	74	46	47	25	10	70	80	87	93	99	100
a5f234d	frances-eliza-burnett/little-lord-fauntleroy	2022-10-04	2022-10-04	Little Lord Fauntleroy	Frances Eliza Burnett	7199	1497	405	284	293	263	157	74	67	78	86	94	98	100
c2bf474d	frances-ellen-watkins-harper/iola-leroy	2022-10-04	2022-10-04	Iola Leroy	Frances Ellen Watkins Harper	34566	4603	466	455	753	983	944	741	55	67	79	88	95	99
e943cde0	frances-hodgson-burnett/little-lord-fauntleroy	2022-10-04	2022-10-04	Little Lord Fauntleroy	Frances Hodgson Burnett	27166	2978	460	419	580	659	480	282	66	76	85	93	98	100
71a6ae88	frances-hodgson-burnett/the-secret-garden	2022-10-04	2022-10-04	The Secret Garden	Frances Hodgson Burnett	37696	3065	453	406	528	644	541	345	67	79	87	93	98	100
83c3d908	francisco-de-quevedo/pablo-de-segovia-the-spanish-sharper	2022-10-04	2022-10-04	Pablo de Segovia, the Spanish Sharper	Francisco de Quevedo	28297	4465	463	440	742	916	936	660	57	68	79	88	95	99
b7274343	frank-connor/my-oedipus-complex	2022-10-04	2022-10-04	My Oedipus Complex	Frank Connor	1503	531	258	102	78	57	25	7	71	83	91	96	99	100
7aa0d2c8	frank-norris/mc-teague	2022-10-04	2022-10-04	McTeague	Frank Norris	56477	5790	466	462	809	1190	1334	1009	55	67	78	88	95	99
6380d56e	frank-tilsley/the-dream	2022-10-04	2022-10-04	The Dream	Frank Tilsley	824	342	197	71	36	24	10	3	65	83	91	95	100	100
3273d73b	frank-w-abagnale/catch-me-if-you-can	2022-10-04	2022-10-04	Catch Me If You Can	Frank W. Abagnale	24641	2828	453	367	532	550	407	298	52	64	78	88	94	99
d27a3a96	frazier-charles/cold-mountain	2022-10-04	2022-10-04	Cold Mountain	Frazier Charles	14558	1542	433	330	333	261	99	59	68	81	90	95	99	100
373d3718	frederick-douglass/narrative-of-the-life-of-frederick-douglass	2022-10-04	2022-10-04	Narrative of the Life of Frederick Douglass	Frederick Douglass	19434	3575	457	407	652	792	699	421	54	66	78	89	95	99
2d083def	frederick-forsyth/the-emperor	2022-10-04	2022-10-04	The Emperor	Frederick Forsyth	1683	463	232	77	55	57	24	9	58	76	84	93	98	99
937e7ce0	freeman-wills-crofts/the-cask	2022-10-04	2022-10-04	The Cask	Freeman Wills Crofts	52041	4312	466	444	738	910	883	633	59	72	83	92	97	100
8da3fbf0	freeman-wills-crofts/the-pit-prop-syndicate	2022-10-04	2022-10-04	The Pit-Prop Syndicate	Freeman Wills Crofts	45989	4622	463	442	741	999	956	719	56	69	80	89	96	99
c758dcd2	friedrich-nietzsche/beyond-good-and-evil	2022-10-04	2022-10-04	Beyond Good and Evil	Friedrich Nietzsche	31750	5350	443	404	714	959	1117	1016	44	56	71	83	91	97
37a009d9	friedrich-nietzsche/thus-spake-zarathustra	2022-10-04	2022-10-04	Thus Spake Zarathustra	Friedrich Nietzsche	43699	4784	449	400	655	944	1036	799	56	67	77	86	95	99
c7e0fb4e	fritz-leiber/short-fiction	2022-10-04	2022-10-04	Short Fiction	Fritz Leiber	93254	9414	472	484	910	1500	1976	2072	52	63	74	84	92	97
441c4e61	fritz-leiber/the-big-time	2022-10-04	2022-10-04	The Big Time	Fritz Leiber	18980	3704	447	399	578	689	684	492	56	66	75	84	93	97
cfc87f6f	fyodor-dostoevsky/crime-and-punishment	2022-10-04	2022-10-04	Crime and Punishment	Fyodor Dostoevsky	91687	6224	466	473	876	1335	1526	1158	62	73	84	92	97	100
5eff20a7	fyodor-dostoevsky/notes-from-underground	2022-10-04	2022-10-04	Notes from Underground	Fyodor Dostoevsky	19663	3440	450	407	616	751	643	419	59	70	81	90	96	99
43fb4fde	fyodor-dostoevsky/poor-folk	2022-10-04	2022-10-04	Poor Folk	Fyodor Dostoevsky	24560	3770	458	428	677	830	723	484	60	72	83	92	97	100
27b9bdd7	fyodor-dostoevsky/the-brothers-karamazov	2022-10-04	2022-10-04	The Brothers Karamazov	Fyodor Dostoevsky	154729	7749	467	481	930	1549	1988	1734	62	73	84	92	97	100
b6dc14d9	fyodor-dostoevsky/the-gambler	2022-10-04	2022-10-04	The Gambler	Fyodor Dostoevsky	26943	3799	454	418	683	806	710	514	59	71	81	90	96	99
bcb0e534	fyodor-dostoevsky/the-idiot	2022-10-04	2022-10-04	The Idiot	Fyodor Dostoevsky	109152	6464	469	483	905	1460	1587	1169	65	77	87	94	98	100
d3f555ae	fyodor-sologub/short-fiction	2022-10-04	2022-10-04	Short Fiction	Fyodor Sologub	47456	5453	463	465	831	1147	1269	953	57	70	81	90	96	99
75217239	fyodor-sologub/the-created-legend	2022-10-04	2022-10-04	The Created Legend	Fyodor Sologub	35144	4944	458	455	773	1070	1067	797	54	67	79	89	95	99
ecb49079	fyodor-sologub/the-little-demon	2022-10-04	2022-10-04	The Little Demon	Fyodor Sologub	45611	5099	464	454	788	1090	1080	824	57	69	80	89	95	99
5d985f3a	g-k-chesterton/heretics	2022-10-04	2022-10-04	Heretics	G. K. Chesterton	30848	4878	455	433	713	932	1053	806	48	60	73	84	92	98
dfa33ec9	g-k-chesterton/orthodoxy	2022-10-04	2022-10-04	Orthodoxy	G. K. Chesterton	30747	4686	459	434	707	954	946	767	50	61	74	85	93	98
e92d6706	g-k-chesterton/the-club-of-queer-trades	2022-10-04	2022-10-04	The Club of Queer Trades	G. K. Chesterton	21964	4096	461	419	682	855	847	586	56	67	78	87	95	99
8f955fdf	g-k-chesterton/the-innocence-of-father-brown	2022-10-04	2022-10-04	The Innocence of Father Brown	G. K. Chesterton	40323	5564	470	466	809	1178	1283	936	56	68	78	88	95	99
12badab7	g-k-chesterton/the-man-who-was-thursday	2022-10-04	2022-10-04	The Man Who Was Thursday	G. K. Chesterton	28665	4556	460	457	726	985	977	678	55	67	79	89	96	99
855fce65	g-k-chesterton/the-napoleon-of-notting-hill	2022-10-04	2022-10-04	The Napoleon of Notting Hill	G. K. Chesterton	27274	4536	459	462	747	972	953	641	54	66	77	87	94	99
709720dc	g-k-chesterton/the-wisdom-of-father-brown	2022-10-04	2022-10-04	The Wisdom of Father Brown	G. K. Chesterton	36356	5512	469	468	814	1191	1216	929	55	67	78	88	95	99
5416c2fa	gallico-paul/the-silver-swans	2022-10-04	2022-10-04	The Silver Swans	Gallico Paul	1759	448	263	72	50	32	16	6	73	83	91	95	97	99
8990ef81	gallico-paul/the-snow-goose	2022-10-04	2022-10-04	The Snow Goose	Gallico Paul	2551	512	279	105	62	36	12	13	65	81	90	95	97	99
aefbdebb	gammack-j-e/the-last-unicorn	2022-10-04	2022-10-04	The Last Unicorn	Gammack J. E.	2353	693	279	130	91	86	50	35	58	74	81	91	95	99
740ecfdf	gaston-leroux/the-phantom-of-the-opera	2022-10-04	2022-10-04	The Phantom of the Opera	Gaston Leroux	37510	4239	464	447	782	970	862	526	59	72	83	92	97	100
6bb7a150	gayle-tiller/death-of-the-eviction-man	2022-10-04	2022-10-04	Death of the Eviction Man	Gayle Tiller	11763	2001	406	254	341	351	274	212	57	67	78	86	92	97
dc3b7b2a	geoffrey-chaucer/the-canterbury-tales	2022-10-04	2022-10-04	The Canterbury Tales	Geoffrey Chaucer	3011	337	211	53	39	16	9	7	80	88	93	97	98	100
3beec206	george-bernard-shaw/arms-and-the-man	2022-10-04	2022-10-04	Arms and the Man	George Bernard Shaw	11378	2683	443	364	487	530	444	283	58	69	79	89	95	99
a1012f41	george-bernard-shaw/major-barbara	2022-10-04	2022-10-04	Major Barbara	George Bernard Shaw	22000	4379	462	423	699	893	877	680	52	63	74	86	93	98
6c42205c	george-bernard-shaw/man-and-superman	2022-10-04	2022-10-04	Man and Superman	George Bernard Shaw	39793	6490	468	475	861	1271	1438	1256	48	60	72	84	92	98
242f5e70	george-bernard-shaw/pygmalion	2022-10-04	2022-10-04	Pygmalion	George Bernard Shaw	15291	3105	452	370	581	641	515	352	59	70	80	88	94	99
9ca34a85	george-borrow/lavengro	2022-10-04	2022-10-04	Lavengro	George Borrow	186889	10055	470	494	961	1772	2519	2468	57	69	80	89	95	99
5f81d0d0	george-eliot/daniel-deronda	2022-10-04	2022-10-04	Daniel Deronda	George Eliot	142691	9437	470	486	951	1658	2323	2270	57	69	80	89	95	99
98a7d99	george-eliot/middlemarch	2022-10-04	2022-10-04	Middlemarch	George Eliot	146785	9793	470	488	943	1689	2374	2408	58	69	80	89	95	99
d3bdb4cf	george-eliot/silas-marner	2022-10-04	2022-10-04	Silas Marner	George Eliot	32918	4709	461	445	747	1030	997	721	59	70	80	90	96	99
a9c06241	george-eliot/the-mill-on-the-floss	2022-10-04	2022-10-04	The Mill on the Floss	George Eliot	97694	7691	470	482	909	1517	1860	1634	59	71	81	90	96	99
551eaaa8	george-gibson/pecos-bill	2022-10-04	2022-10-04	Pecos Bill	George Gibson	738	249	142	39	28	18	13	5	52	71	77	82	90	94
562349fe	george-gibson/the-legend-of-johnny-appleseed	2022-10-04	2022-10-04	The Legend of Johnny Appleseed	George Gibson	574	259	139	33	38	31	9	7	54	64	76	92	99	100
73b9ba4c	george-gibson/the-tale-of-brer-rabbit-and-the-tar-baby	2022-10-04	2022-10-04	The Tale of Brer Rabbit and the Tar Baby	George Gibson	594	191	109	25	22	24	4	7	53	60	69	91	97	100
214ad22b	george-gissing/new-grub-street	2022-10-04	2022-10-04	New Grub Street	George Gissing	85978	6670	465	472	875	1360	1588	1308	60	71	82	91	97	100
aa1f09a8	george-mac-donald/lilith	2022-10-04	2022-10-04	Lilith	George MacDonald	44530	4546	461	440	742	996	987	625	62	74	84	92	97	99
ef36a2e7	george-mac-donald/phantastes	2022-10-04	2022-10-04	Phantastes	George MacDonald	33575	4317	457	427	733	957	909	592	57	71	82	92	97	100
ab9e49d	george-mac-donald/the-princess-and-the-goblin	2022-10-04	2022-10-04	The Princess and the Goblin	George MacDonald	23405	2721	449	402	576	589	427	218	66	78	88	95	99	100
76f5e05d	george-meredith/the-shaving-of-shagpat	2022-10-04	2022-10-04	The Shaving of Shagpat	George Meredith	40134	4937	443	416	716	1013	1152	814	45	60	73	86	95	99
dac7c4af	george-mikes/how-to-be-an-alien	2022-10-04	2022-10-04	How to be an Alien	George Mikes	4053	800	324	146	119	97	57	36	63	78	88	95	98	100
9e5ad728	george/the-doll	2022-10-04	2022-10-04	The Doll	George	1832	462	271	91	47	37	14	2	74	88	93	100	100	100
4566e226	gertrude-stein/three-lives	2022-10-04	2022-10-04	Three Lives	Gertrude Stein	39371	2172	435	343	441	445	281	164	76	83	90	95	99	100
cfd8f6ce	gilbert-harry/the-year-of-sharing	2022-10-04	2022-10-04	The Year of Sharing	Gilbert Harry	3096	437	257	87	60	20	9	3	73	85	96	98	100	100
648b7ae2	gill-harvey/not-without-you	2022-10-04	2022-10-04	Not Without You	Gill Harvey	10606	1303	389	249	270	194	121	54	66	78	87	93	95	100
d3f5120e	gillian-larkin/the-butterworth-mystery	2022-10-04	2022-10-04	The Butterworth Mystery	Gillian Larkin	4270	815	335	158	122	99	53	31	62	79	86	93	97	99
cb293809	gina-d-b-clemen/ghastly-ghosts	2022-10-04	2022-10-04	Ghastly Ghosts	Gina D. B. Clemen	2122	638	258	99	105	79	60	27	55	67	82	90	96	99
e5142d3e	giovanni-boccaccio/the-decameron	2022-10-04	2022-10-04	The Decameron	Giovanni Boccaccio	131744	6819	464	472	820	1233	1472	1458	59	69	78	88	95	99
893ab70d	goyer-s-david/batman-begins	2022-10-04	2022-10-04	Batman Begins	Goyer S. David	3531	548	294	97	73	47	23	9	64	77	84	90	97	99
8cc5ff0c	graeme-lay/the-jacket	2022-10-04	2022-10-04	The Jacket	Graeme Lay	1952	513	265	100	62	44	20	12	68	82	89	94	97	100
3760b7b5	grazia-deledda/after-the-divorce	2022-10-04	2022-10-04	After the Divorce	Grazia Deledda	38462	4707	460	450	789	1072	1074	666	59	72	82	91	97	100
f5ff1482	gustave-flaubert/madame-bovary	2022-10-04	2022-10-04	Madame Bovary	Gustave Flaubert	15431	1902	448	365	420	403	165	76	68	82	92	97	99	100
23468c10	gustave-flaubert/short-fiction	2022-10-04	2022-10-04	Short Fiction	Gustave Flaubert	19142	4449	461	441	739	979	937	624	47	61	74	86	94	99
1dd3e15e	gustave-le-bon/the-crowd	2022-10-04	2022-10-04	The Crowd	Gustave Le Bon	27177	4145	432	372	636	825	877	688	39	54	71	83	93	99
cb9f0bc0	guy-boothby/a-bid-for-fortune	2022-10-04	2022-10-04	A Bid for Fortune	Guy Boothby	40423	4676	464	466	789	1087	1008	621	62	75	84	92	97	100
d8c258c1	guy-de-maupassant/pierre-and-jean	2022-10-04	2022-10-04	Pierre and Jean	Guy de Maupassant	22042	3850	460	427	697	868	755	486	59	70	80	91	96	99
9761efe7	h-beam-piper/four-day-planet	2022-10-04	2022-10-04	Four-Day Planet	H. Beam Piper	27337	3626	453	375	550	683	676	494	57	68	78	86	94	98
a63db33c	h-beam-piper/little-fuzzy	2022-10-04	2022-10-04	Little Fuzzy	H. Beam Piper	28624	4068	455	404	614	788	734	587	54	64	75	84	92	97
78c62e9e	h-beam-piper/murder-in-the-gunroom	2022-10-04	2022-10-04	Murder in the Gunroom	H. Beam Piper	33276	4529	461	415	657	857	886	684	54	64	75	84	94	98
94c8aeea	h-beam-piper/space-viking	2022-10-04	2022-10-04	Space Viking	H. Beam Piper	31232	4473	460	418	682	875	878	657	53	64	75	85	92	97
46537171	h-beam-piper/the-cosmic-computer	2022-10-04	2022-10-04	The Cosmic Computer	H. Beam Piper	31254	4182	457	392	624	792	783	608	54	65	74	83	92	97
63d0e20a	h-g-wells/island-of-dr-moreau	2022-10-04	2022-10-04	Island of Dr Moreau	H. G. Wells	6422	808	343	173	132	88	41	23	70	85	92	96	99	100
64f82a35	h-g-wells/kipps	2022-10-04	2022-10-04	Kipps	H. G. Wells	53036	6813	470	473	871	1357	1566	1329	56	68	78	87	94	99
